Peso vivo,Proteina,Energia Met.,"Vit ""A""","Vit ""D""",Ca,P,Fibra,M.S.,N°,Raza
694,"1,496","39,64","29,307","4,000","27,0","21,0","4,399","17,92",694,Toro_Brown
695,"1,498","39,70","29,349","4,000","27,0","21,0","4,405","17,95",695,Toro_Brown
696,"1,500","39,76","29,391","4,000","27,0","21,0","4,412","17,98",696,Toro_Brown
697,"1,502","39,81","29,434","4,000","27,0","21,0","4,418","18,01",697,Toro_Brown
698,"1,504","39,87","29,476","4,000","27,0","21,0","4,424","18,04",698,Toro_Brown
699,"1,507","39,93","29,518","4,000","27,0","21,0","4,431","18,07",699,Toro_Brown
700,"1,509","39,98","29,561","4,000","27,0","21,0","4,437","18,10",700,Toro_Brown
701,"1,509","40,04","29,603","4,000","20,0","10,0","4,443","16,10",701,Toro_Brown
702,"1,511","40,10","29,645","4,000","20,0","10,0","4,450","16,12",702,Toro_Brown
703,"1,513","40,15","29,687","4,000","20,0","10,0","4,456","16,15",703,Toro_Brown
704,"1,516","40,21","29,730","4,000","20,0","10,0","4,463","16,17",704,Toro_Brown
705,"1,518","40,27","29,772","4,000","20,0","10,0","4,469","16,19",705,Toro_Brown
706,"1,520","40,33","29,814","4,000","20,0","10,0","4,475","16,22",706,Toro_Brown
707,"1,522","40,38","29,857","4,000","20,0","10,0","4,482","16,24",707,Toro_Brown
708,"1,524","40,44","29,899","4,000","20,0","10,0","4,488","16,26",708,Toro_Brown
709,"1,527","40,50","29,941","4,000","20,0","10,0","4,494","16,28",709,Toro_Brown
710,"1,529","40,55","29,984","4,000","20,0","10,0","4,501","16,31",710,Toro_Brown
711,"1,531","40,61","30,020","4,620","20,0","10,0","4,507","16,33",711,Toro_Brown
712,"1,533","40,67","30,062","4,620","20,0","10,0","4,513","16,35",712,Toro_Brown
713,"1,535","40,72","30,105","4,620","20,0","10,0","4,520","16,38",713,Toro_Brown
714,"1,538","40,78","30,147","4,620","20,0","10,0","4,526","16,40",714,Toro_Brown
715,"1,540","40,84","30,189","4,620","20,0","10,0","4,532","16,42",715,Toro_Brown
716,"1,542","40,90","30,231","4,620","20,0","10,0","4,539","16,45",716,Toro_Brown
717,"1,544","40,95","30,274","4,620","20,0","10,0","4,545","16,47",717,Toro_Brown
718,"1,546","41,01","30,316","4,620","20,0","10,0","4,551","16,49",718,Toro_Brown
719,"1,549","41,07","30,358","4,620","20,0","10,0","4,558","16,51",719,Toro_Brown
720,"1,551","41,12","30,401","4,620","20,0","10,0","4,564","16,54",720,Toro_Brown
721,"1,553","41,18","30,443","4,620","20,0","10,0","4,570","16,56",721,Toro_Brown
722,"1,555","41,24","30,485","4,620","20,0","10,0","4,577","16,58",722,Toro_Brown
723,"1,557","41,29","30,527","4,620","20,0","10,0","4,583","16,61",723,Toro_Brown
724,"1,560","41,35","30,570","4,620","20,0","10,0","4,589","16,63",724,Toro_Brown
725,"1,562","41,41","30,612","4,620","20,0","10,0","4,596","16,65",725,Toro_Brown
726,"1,564","41,47","30,654","4,620","20,0","10,0","4,602","16,68",726,Toro_Brown
727,"1,566","41,52","30,697","4,620","20,0","10,0","4,609","16,70",727,Toro_Brown
728,"1,568","41,58","30,739","4,620","20,0","10,0","4,615","16,72",728,Toro_Brown
729,"1,571","41,64","30,781","4,620","20,0","10,0","4,621","16,74",729,Toro_Brown
730,"1,573","41,69","30,823","4,620","20,0","10,0","4,628","16,77",730,Toro_Brown
731,"1,575","41,75","30,860","4,620","20,0","10,0","4,634","16,79",731,Toro_Brown
732,"1,577","41,81","30,902","4,620","20,0","10,0","4,640","16,81",732,Toro_Brown
733,"1,579","41,86","30,945","4,620","20,0","10,0","4,647","16,84",733,Toro_Brown
734,"1,582","41,92","30,987","4,620","20,0","10,0","4,653","16,86",734,Toro_Brown
735,"1,584","41,98","31,029","4,620","20,0","10,0","4,659","16,88",735,Toro_Brown
736,"1,586","42,04","31,071","4,620","20,0","10,0","4,666","16,91",736,Toro_Brown
737,"1,588","42,09","31,114","4,620","20,0","10,0","4,672","16,93",737,Toro_Brown
738,"1,590","42,15","31,156","4,620","20,0","10,0","4,678","16,95",738,Toro_Brown
739,"1,593","42,21","31,198","4,620","20,0","10,0","4,685","16,97",739,Toro_Brown
740,"1,595","42,26","31,240","4,620","20,0","10,0","4,691","17,00",740,Toro_Brown
741,"1,597","42,32","31,283","4,620","20,0","10,0","4,697","17,02",741,Toro_Brown
742,"1,599","42,38","31,325","4,620","20,0","10,0","4,704","17,04",742,Toro_Brown
743,"1,601","42,43","31,367","4,620","20,0","10,0","4,710","17,07",743,Toro_Brown
744,"1,604","42,49","31,410","4,620","20,0","10,0","4,716","17,09",744,Toro_Brown
745,"1,606","42,55","31,452","4,620","20,0","10,0","4,723","17,11",745,Toro_Brown
746,"1,608","42,61","31,494","4,620","20,0","10,0","4,729","17,14",746,Toro_Brown
747,"1,610","42,66","31,536","4,620","20,0","10,0","4,735","17,16",747,Toro_Brown
748,"1,612","42,72","31,579","4,620","20,0","10,0","4,742","17,18",748,Toro_Brown
749,"1,615","42,78","31,621","4,620","20,0","10,0","4,748","17,20",749,Toro_Brown
750,"1,617","42,83","31,663","4,620","20,0","10,0","4,755","17,23",750,Toro_Brown
751,"1,619","42,89","31,700","4,620","19,0","10,0","4,761","17,25",751,Toro_Brown
752,"1,621","42,95","31,742","4,620","19,0","10,0","4,767","17,27",752,Toro_Brown
753,"1,623","43,00","31,785","4,620","19,0","10,0","4,774","17,30",753,Toro_Brown
754,"1,626","43,06","31,827","4,620","19,0","10,0","4,780","17,32",754,Toro_Brown
755,"1,628","43,12","31,869","4,620","19,0","10,0","4,786","17,34",755,Toro_Brown
756,"1,630","43,18","31,911","4,620","19,0","10,0","4,793","17,37",756,Toro_Brown
757,"1,632","43,23","31,954","4,620","19,0","10,0","4,799","17,39",757,Toro_Brown
758,"1,634","43,29","31,996","4,620","19,0","10,0","4,805","17,41",758,Toro_Brown
759,"1,637","43,35","32,038","4,620","19,0","10,0","4,812","17,43",759,Toro_Brown
760,"1,639","43,40","32,080","4,620","19,0","10,0","4,818","17,46",760,Toro_Brown
761,"1,641","43,46","32,123","4,620","19,0","10,0","4,824","17,48",761,Toro_Brown
762,"1,643","43,52","32,165","4,620","19,0","10,0","4,831","17,50",762,Toro_Brown
763,"1,645","43,57","32,207","4,620","19,0","10,0","4,837","17,53",763,Toro_Brown
764,"1,648","43,63","32,249","4,620","19,0","10,0","4,843","17,55",764,Toro_Brown
765,"1,650","43,69","32,292","4,620","19,0","10,0","4,850","17,57",765,Toro_Brown
766,"1,652","43,75","32,334","4,620","19,0","10,0","4,856","17,60",766,Toro_Brown
767,"1,654","43,80","32,376","4,620","19,0","10,0","4,862","17,62",767,Toro_Brown
768,"1,656","43,86","32,419","4,620","19,0","10,0","4,869","17,64",768,Toro_Brown
769,"1,659","43,92","32,461","4,620","19,0","10,0","4,875","17,66",769,Toro_Brown
770,"1,661","43,97","32,503","4,620","19,0","10,0","4,881","17,69",770,Toro_Brown
771,"1,663","44,03","32,540","4,620","19,0","10,0","4,860","17,71",771,Toro_Brown
772,"1,665","44,09","32,582","4,620","19,0","10,0","4,866","17,73",772,Toro_Brown
773,"1,667","44,14","32,625","4,620","19,0","10,0","4,873","17,76",773,Toro_Brown
774,"1,670","44,20","32,667","4,620","19,0","10,0","4,879","17,78",774,Toro_Brown
775,"1,672","44,26","32,709","4,620","19,0","10,0","4,885","17,80",775,Toro_Brown
776,"1,674","44,32","32,751","4,620","19,0","10,0","4,892","17,83",776,Toro_Brown
777,"1,676","44,37","32,794","4,620","19,0","10,0","4,898","17,85",777,Toro_Brown
778,"1,678","44,43","32,836","4,620","19,0","10,0","4,904","17,87",778,Toro_Brown
779,"1,681","44,49","32,878","4,620","19,0","10,0","4,910","17,89",779,Toro_Brown
780,"1,683","44,54","32,920","4,620","19,0","10,0","4,917","17,92",780,Toro_Brown
781,"1,685","44,60","32,963","4,620","19,0","10,0","4,923","17,94",781,Toro_Brown
782,"1,687","44,66","33,005","4,620","19,0","10,0","4,929","17,96",782,Toro_Brown
783,"1,689","44,71","33,047","4,620","19,0","10,0","4,936","17,99",783,Toro_Brown
784,"1,692","44,77","33,089","4,620","19,0","10,0","4,942","18,01",784,Toro_Brown
785,"1,694","44,83","33,132","4,620","19,0","10,0","4,948","18,03",785,Toro_Brown
786,"1,696","44,89","33,174","4,620","19,0","10,0","4,955","18,06",786,Toro_Brown
787,"1,698","44,94","33,216","4,620","19,0","10,0","4,961","18,08",787,Toro_Brown
788,"1,700","45,00","33,258","4,620","19,0","10,0","4,967","18,10",788,Toro_Brown
789,"1,703","45,06","33,301","4,620","19,0","10,0","4,974","18,12",789,Toro_Brown
790,"1,705","45,11","33,343","4,620","19,0","10,0","4,980","18,15",790,Toro_Brown
791,"1,707","45,17","33,380","4,620","19,0","10,0","4,986","18,17",791,Toro_Brown
792,"1,709","45,23","33,422","4,620","19,0","10,0","4,993","18,19",792,Toro_Brown
793,"1,711","45,28","33,465","4,620","19,0","10,0","4,999","18,22",793,Toro_Brown
794,"1,714","45,34","33,507","4,620","19,0","10,0","5,005","18,24",794,Toro_Brown
795,"1,716","45,40","33,549","4,620","19,0","10,0","5,011","18,26",795,Toro_Brown
796,"1,718","45,46","33,591","4,620","19,0","10,0","5,018","18,29",796,Toro_Brown
797,"1,720","45,51","33,634","4,620","19,0","10,0","5,024","18,31",797,Toro_Brown
798,"1,722","45,57","33,676","4,620","19,0","10,0","5,030","18,33",798,Toro_Brown
799,"1,725","45,63","33,718","4,620","19,0","10,0","5,037","18,35",799,Toro_Brown
800,"1,727","45,68","33,760","4,620","19,0","10,0","5,043","18,38",800,Toro_Brown
801,"1,724","45,77","33,803","4,620","19,0","10,0","5,049","18,40",801,Toro_Brown
802,"1,726","45,83","33,845","4,620","19,0","10,0","5,056","18,42",802,Toro_Brown
803,"1,728","45,88","33,887","4,620","19,0","10,0","5,062","18,45",803,Toro_Brown
804,"1,731","45,94","33,929","4,620","19,0","10,0","5,068","18,47",804,Toro_Brown
805,"1,733","46,00","33,972","4,620","19,0","10,0","5,075","18,49",805,Toro_Brown
806,"1,735","46,06","34,010","5,280","19,0","10,0","5,070","18,52",806,Toro_Brown
807,"1,737","46,11","34,052","5,280","19,0","10,0","5,076","18,54",807,Toro_Brown
808,"1,739","46,17","34,094","5,280","19,0","10,0","5,083","18,56",808,Toro_Brown
809,"1,742","46,23","34,137","5,280","19,0","10,0","5,089","18,58",809,Toro_Brown
810,"1,744","46,28","34,179","5,280","19,0","10,0","5,095","18,61",810,Toro_Brown
811,"1,746","46,34","34,221","5,280","19,0","10,0","5,101","18,63",811,Toro_Brown
812,"1,748","46,40","34,263","5,280","19,0","10,0","5,108","18,65",812,Toro_Brown
813,"1,750","46,45","34,306","5,280","19,0","10,0","5,114","18,68",813,Toro_Brown
814,"1,753","46,51","34,348","5,280","19,0","10,0","5,120","18,70",814,Toro_Brown
815,"1,755","46,57","34,390","5,280","19,0","10,0","5,127","18,72",815,Toro_Brown
816,"1,757","46,63","34,432","5,280","19,0","10,0","5,133","18,75",816,Toro_Brown
817,"1,759","46,68","34,475","5,280","19,0","10,0","5,139","18,77",817,Toro_Brown
818,"1,761","46,74","34,517","5,280","19,0","10,0","5,146","18,79",818,Toro_Brown
819,"1,764","46,80","34,559","5,280","19,0","10,0","5,152","18,81",819,Toro_Brown
820,"1,766","46,85","34,601","5,280","19,0","10,0","5,158","18,84",820,Toro_Brown
821,"1,768","46,91","34,644","5,280","19,0","10,0","5,164","18,86",821,Toro_Brown
822,"1,770","46,97","34,686","5,280","19,0","10,0","5,171","18,88",822,Toro_Brown
823,"1,772","47,02","34,728","5,280","19,0","10,0","5,177","18,91",823,Toro_Brown
824,"1,775","47,08","34,770","5,280","19,0","10,0","5,183","18,93",824,Toro_Brown
825,"1,777","47,14","34,813","5,280","19,0","10,0","5,190","18,95",825,Toro_Brown
826,"1,779","47,20","34,855","5,280","19,0","10,0","5,196","18,98",826,Toro_Brown
827,"1,781","47,25","34,897","5,280","19,0","10,0","5,202","19,00",827,Toro_Brown
828,"1,783","47,31","34,939","5,280","19,0","10,0","5,209","19,02",828,Toro_Brown
829,"1,786","47,37","34,982","5,280","19,0","10,0","5,215","19,04",829,Toro_Brown
830,"1,788","47,42","35,024","5,280","19,0","10,0","5,221","19,07",830,Toro_Brown
831,"1,790","47,48","35,066","5,280","19,0","10,0","5,227","19,09",831,Toro_Brown
832,"1,792","47,54","35,108","5,280","19,0","10,0","5,234","19,11",832,Toro_Brown
833,"1,794","47,59","35,151","5,280","19,0","10,0","5,240","19,14",833,Toro_Brown
834,"1,797","47,65","35,193","5,280","19,0","10,0","5,246","19,16",834,Toro_Brown
835,"1,799","47,71","35,235","5,280","19,0","10,0","5,253","19,18",835,Toro_Brown
836,"1,801","47,77","35,277","5,280","19,0","10,0","5,259","19,21",836,Toro_Brown
837,"1,803","47,82","35,320","5,280","19,0","10,0","5,265","19,23",837,Toro_Brown
838,"1,805","47,88","35,362","5,280","19,0","10,0","5,272","19,25",838,Toro_Brown
839,"1,808","47,94","35,404","5,280","19,0","10,0","5,278","19,27",839,Toro_Brown
840,"1,810","47,99","35,446","5,280","19,0","10,0","5,284","19,30",840,Toro_Brown
841,"1,812","48,05","35,489","5,344","19,0","10,0","5,290","19,32",841,Toro_Brown
842,"1,814","48,11","35,531","5,344","19,0","10,0","5,297","19,34",842,Toro_Brown
843,"1,816","48,16","35,573","5,344","19,0","10,0","5,303","19,37",843,Toro_Brown
844,"1,819","48,22","35,615","5,344","19,0","10,0","5,309","19,39",844,Toro_Brown
845,"1,821","48,28","35,658","5,344","19,0","10,0","5,316","19,41",845,Toro_Brown
846,"1,823","48,34","35,700","5,344","19,0","10,0","5,322","19,44",846,Toro_Brown
847,"1,825","48,39","35,742","5,344","19,0","10,0","5,328","19,46",847,Toro_Brown
848,"1,827","48,45","35,784","5,344","19,0","10,0","5,335","19,48",848,Toro_Brown
849,"1,830","48,51","35,827","5,344","19,0","10,0","5,341","19,50",849,Toro_Brown
850,"1,832","48,56","35,869","5,344","19,0","10,0","5,347","19,53",850,Toro_Brown
851,"1,834","48,62","35,911","5,407","18,0","10,0","5,353","19,55",851,Toro_Brown
852,"1,836","48,68","35,953","5,344","18,0","10,0","5,359","19,57",852,Toro_Brown
853,"1,838","48,73","35,996","5,344","18,0","10,0","5,365","19,60",853,Toro_Brown
854,"1,841","48,79","36,038","5,344","18,0","10,0","5,370","19,62",854,Toro_Brown
855,"1,843","48,85","36,080","5,344","18,0","10,0","5,376","19,64",855,Toro_Brown
856,"1,845","48,91","36,122","5,407","18,0","10,0","5,382","19,67",856,Toro_Brown
857,"1,847","48,96","36,165","5,344","18,0","10,0","5,388","19,69",857,Toro_Brown
858,"1,849","49,02","36,207","5,344","18,0","10,0","5,394","19,71",858,Toro_Brown
859,"1,852","49,08","36,249","5,344","18,0","10,0","5,400","19,73",859,Toro_Brown
860,"1,854","49,13","36,291","5,407","18,0","10,0","5,405","19,76",860,Toro_Brown
861,"1,856","49,19","36,334","5,471","18,0","10,0","5,411","19,78",861,Toro_Brown
862,"1,858","49,25","36,376","5,344","18,0","10,0","5,417","19,80",862,Toro_Brown
863,"1,860","49,30","36,418","5,344","18,0","10,0","5,423","19,83",863,Toro_Brown
864,"1,863","49,36","36,460","5,344","18,0","10,0","5,429","19,85",864,Toro_Brown
865,"1,865","49,42","36,503","5,407","18,0","10,0","5,435","19,87",865,Toro_Brown
866,"1,867","49,48","36,545","5,471","18,0","10,0","5,440","19,90",866,Toro_Brown
867,"1,869","49,53","36,587","5,344","18,0","10,0","5,446","19,92",867,Toro_Brown
868,"1,871","49,59","36,629","5,344","18,0","10,0","5,452","19,94",868,Toro_Brown
869,"1,874","49,65","36,672","5,407","18,0","10,0","5,458","19,96",869,Toro_Brown
870,"1,876","49,70","36,714","5,471","18,0","10,0","5,464","19,99",870,Toro_Brown
871,"1,878","49,76","36,756","5,535","18,0","10,0","5,479","20,01",871,Toro_Brown
872,"1,880","49,82","36,798","5,471","18,0","10,0","5,494","20,03",872,Toro_Brown
873,"1,882","49,87","36,841","5,344","18,0","10,0","5,509","20,06",873,Toro_Brown
874,"1,885","49,93","36,883","5,344","18,0","10,0","5,524","20,08",874,Toro_Brown
875,"1,887","49,99","36,925","5,407","18,0","10,0","5,540","20,10",875,Toro_Brown
876,"1,889","50,05","36,967","5,471","18,0","10,0","5,555","20,13",876,Toro_Brown
877,"1,891","50,10","37,010","5,535","18,0","10,0","5,570","20,15",877,Toro_Brown
878,"1,893","50,16","37,052","5,407","18,0","10,0","5,585","20,17",878,Toro_Brown
879,"1,896","50,22","37,094","5,471","18,0","10,0","5,600","20,19",879,Toro_Brown
880,"1,898","50,27","37,136","5,535","18,0","10,0","5,615","20,22",880,Toro_Brown
881,"1,900","50,33","37,179","5,598","18,0","10,0","5,631","20,24",881,Toro_Brown
882,"1,902","50,39","37,221","5,407","18,0","10,0","5,646","20,26",882,Toro_Brown
883,"1,904","50,44","37,263","5,471","18,0","10,0","5,661","20,29",883,Toro_Brown
884,"1,907","50,50","37,305","5,535","18,0","10,0","5,676","20,31",884,Toro_Brown
885,"1,909","50,56","37,348","5,598","18,0","10,0","5,691","20,33",885,Toro_Brown
886,"1,911","50,62","37,390","5,407","18,0","10,0","5,706","20,35",886,Toro_Brown
887,"1,913","50,67","37,432","5,471","18,0","10,0","5,721","20,38",887,Toro_Brown
888,"1,915","50,73","37,474","5,535","18,0","10,0","5,737","20,40",888,Toro_Brown
889,"1,918","50,79","37,517","5,598","18,0","10,0","5,752","20,42",889,Toro_Brown
890,"1,920","50,84","37,559","5,598","18,0","10,0","5,767","20,45",890,Toro_Brown
891,"1,922","50,90","37,601","5,662","18,0","10,0","5,605","20,47",891,Toro_Brown
892,"1,924","50,96","37,643","5,407","18,0","10,0","5,443","20,49",892,Toro_Brown
893,"1,926","51,01","37,686","5,471","18,0","10,0","5,281","20,52",893,Toro_Brown
894,"1,929","51,07","37,728","5,535","18,0","10,0","5,287","20,54",894,Toro_Brown
895,"1,931","51,13","37,770","5,598","18,0","10,0","5,293","20,56",895,Toro_Brown
896,"1,933","51,19","37,812","5,598","18,0","10,0","5,299","20,58",896,Toro_Brown
897,"1,935","51,24","37,855","5,662","18,0","10,0","5,305","20,61",897,Toro_Brown
898,"1,937","51,30","37,897","5,598","18,0","10,0","5,311","20,63",898,Toro_Brown
899,"1,940","51,36","37,939","5,598","18,0","10,0","5,317","20,65",899,Toro_Brown
900,"1,942","51,41","37,981","5,662","18,0","10,0","5,322","20,68",900,Toro_Brown
901,"1,939","51,47","38,024","5,726","17,0","9,0","5,328","20,70",901,Toro_Brown
902,"1,941","51,53","38,066","5,598","17,0","9,0","5,334","20,72",902,Toro_Brown
903,"1,943","51,58","38,108","5,662","17,0","9,0","5,340","20,75",903,Toro_Brown
904,"1,946","51,64","38,150","5,598","17,0","9,0","5,346","20,77",904,Toro_Brown
905,"1,948","51,70","38,193","5,598","17,0","9,0","5,352","20,79",905,Toro_Brown
906,"1,950","51,76","38,235","5,662","17,0","9,0","5,358","20,81",906,Toro_Brown
907,"1,952","51,81","38,277","5,726","17,0","9,0","5,364","20,84",907,Toro_Brown
908,"1,954","51,87","38,319","5,598","17,0","9,0","5,370","20,86",908,Toro_Brown
909,"1,957","51,93","38,362","5,662","17,0","9,0","5,376","20,88",909,Toro_Brown
910,"1,959","51,98","38,404","5,726","17,0","9,0","5,382","20,91",910,Toro_Brown
911,"1,961","52,04","38,446","5,790","17,0","9,0","5,388","20,93",911,Toro_Brown
912,"1,963","52,10","38,488","5,598","17,0","9,0","5,393","20,95",912,Toro_Brown
913,"1,965","52,15","38,531","5,662","17,0","9,0","5,399","20,98",913,Toro_Brown
914,"1,968","52,21","38,573","5,726","17,0","9,0","5,405","21,00",914,Toro_Brown
915,"1,970","52,27","38,615","5,598","17,0","9,0","5,411","21,02",915,Toro_Brown
916,"1,972","52,33","38,657","5,662","17,0","9,0","5,417","21,04",916,Toro_Brown
917,"1,974","52,38","38,700","5,726","17,0","9,0","5,423","21,07",917,Toro_Brown
918,"1,976","52,44","38,742","5,790","17,0","9,0","5,429","21,09",918,Toro_Brown
919,"1,979","52,50","38,784","5,726","17,0","9,0","5,435","21,11",919,Toro_Brown
920,"1,981","52,55","38,826","5,790","17,0","9,0","5,441","21,14",920,Toro_Brown
921,"1,983","52,61","38,869","5,854","17,0","9,0","5,447","21,16",921,Toro_Brown
922,"1,985","52,67","38,911","5,662","17,0","9,0","5,453","21,18",922,Toro_Brown
923,"1,987","52,72","38,953","5,726","17,0","9,0","5,459","21,21",923,Toro_Brown
924,"1,990","52,78","38,995","5,790","17,0","9,0","5,465","21,23",924,Toro_Brown
925,"1,992","52,84","39,038","5,726","17,0","9,0","5,470","21,25",925,Toro_Brown
926,"1,994","52,90","39,080","5,790","17,0","9,0","5,476","21,27",926,Toro_Brown
927,"1,996","52,95","39,122","5,854","17,0","9,0","5,482","21,30",927,Toro_Brown
928,"1,998","53,01","39,164","5,726","17,0","9,0","5,488","21,32",928,Toro_Brown
929,"2,001","53,07","39,207","5,790","17,0","9,0","5,494","21,34",929,Toro_Brown
930,"2,003","53,12","39,249","5,854","17,0","9,0","5,500","21,37",930,Toro_Brown
931,"2,005","53,18","39,291","5,918","17,0","9,0","5,506","21,39",931,Toro_Brown
932,"2,007","53,24","39,333","5,726","17,0","9,0","5,512","21,41",932,Toro_Brown
933,"2,009","53,29","39,376","5,790","17,0","9,0","5,518","21,44",933,Toro_Brown
934,"2,012","53,35","39,418","5,854","17,0","9,0","5,524","21,46",934,Toro_Brown
935,"2,014","53,41","39,460","5,726","17,0","9,0","5,530","21,48",935,Toro_Brown
936,"2,016","53,47","39,502","5,790","17,0","9,0","5,536","21,50",936,Toro_Brown
937,"2,018","53,52","39,545","5,854","17,0","9,0","5,541","21,53",937,Toro_Brown
938,"2,020","53,58","39,587","5,918","17,0","9,0","5,547","21,55",938,Toro_Brown
939,"2,023","53,64","39,629","5,854","17,0","9,0","5,553","21,57",939,Toro_Brown
940,"2,025","53,69","39,671","5,918","17,0","9,0","5,559","21,60",940,Toro_Brown
941,"2,027","53,75","39,714","5,982","17,0","9,0","5,565","21,62",941,Toro_Brown
942,"2,029","53,81","39,756","5,790","17,0","9,0","5,571","21,64",942,Toro_Brown
943,"2,031","53,86","39,798","5,854","17,0","9,0","5,577","21,67",943,Toro_Brown
944,"2,034","53,92","39,840","5,854","17,0","9,0","5,583","21,69",944,Toro_Brown
945,"2,036","53,98","39,883","5,854","17,0","9,0","5,589","21,71",945,Toro_Brown
946,"2,038","54,04","39,925","5,918","17,0","9,0","5,595","21,73",946,Toro_Brown
947,"2,040","54,09","39,967","5,982","17,0","9,0","5,601","21,76",947,Toro_Brown
948,"2,042","54,15","40,009","5,854","17,0","9,0","5,607","21,78",948,Toro_Brown
949,"2,045","54,21","40,052","5,918","17,0","9,0","5,613","21,80",949,Toro_Brown
950,"2,047","54,26","40,094","5,982","17,0","9,0","5,618","21,83",950,Toro_Brown
951,"2,049","54,35","40,136","6,046","17,0","9,0","5,624","21,85",951,Toro_Brown
952,"2,051","54,41","40,178","6,046","17,0","9,0","5,630","21,87",952,Toro_Brown
953,"2,053","54,46","40,221","6,046","17,0","9,0","5,636","21,90",953,Toro_Brown
954,"2,056","54,52","40,263","6,046","17,0","9,0","5,642","21,92",954,Toro_Brown
955,"2,058","54,58","40,305","6,046","17,0","9,0","5,648","21,94",955,Toro_Brown
956,"2,060","54,64","40,347","6,046","17,0","9,0","5,654","21,96",956,Toro_Brown
957,"2,062","54,69","40,390","6,046","17,0","9,0","5,660","21,99",957,Toro_Brown
958,"2,064","54,75","40,432","6,046","17,0","9,0","5,666","22,01",958,Toro_Brown
959,"2,067","54,81","40,474","6,046","17,0","9,0","5,672","22,03",959,Toro_Brown
960,"2,069","54,86","40,516","6,046","17,0","9,0","5,678","22,06",960,Toro_Brown
961,"2,071","54,92","40,559","6,110","17,0","9,0","5,684","22,08",961,Toro_Brown
962,"2,073","54,98","40,601","6,110","17,0","9,0","5,690","22,10",962,Toro_Brown
963,"2,075","55,03","40,643","6,110","17,0","9,0","5,695","22,13",963,Toro_Brown
964,"2,078","55,09","40,685","6,110","17,0","9,0","5,701","22,15",964,Toro_Brown
965,"2,080","55,15","40,728","6,110","17,0","9,0","5,707","22,17",965,Toro_Brown
966,"2,082","55,21","40,770","6,110","17,0","9,0","5,713","22,19",966,Toro_Brown
967,"2,084","55,26","40,812","6,110","17,0","9,0","5,719","22,22",967,Toro_Brown
968,"2,086","55,32","40,854","6,110","17,0","9,0","5,725","22,24",968,Toro_Brown
969,"2,089","55,38","40,896","6,110","17,0","9,0","5,731","22,26",969,Toro_Brown
970,"2,091","55,43","40,939","6,110","17,0","9,0","5,737","22,29",970,Toro_Brown
971,"2,093","55,49","40,981","6,174","17,0","9,0","5,743","22,31",971,Toro_Brown
972,"2,095","55,55","41,023","6,174","17,0","9,0","5,749","22,33",972,Toro_Brown
973,"2,097","55,60","41,065","6,174","17,0","9,0","5,755","22,36",973,Toro_Brown
974,"2,100","55,66","41,108","6,174","17,0","9,0","5,761","22,38",974,Toro_Brown
975,"2,102","55,72","41,150","6,174","17,0","9,0","5,766","22,40",975,Toro_Brown
976,"2,104","55,78","41,192","6,174","17,0","9,0","5,772","22,42",976,Toro_Brown
977,"2,106","55,83","41,234","6,174","17,0","9,0","5,778","22,45",977,Toro_Brown
978,"2,108","55,89","41,277","6,174","17,0","9,0","5,784","22,47",978,Toro_Brown
979,"2,111","55,95","41,319","6,174","17,0","9,0","5,790","22,49",979,Toro_Brown
980,"2,113","56,00","41,361","6,174","17,0","9,0","5,796","22,52",980,Toro_Brown
981,"2,115","56,06","41,403","6,238","17,0","9,0","5,802","22,54",981,Toro_Brown
982,"2,117","56,12","41,446","6,238","17,0","9,0","5,808","22,56",982,Toro_Brown
983,"2,119","56,17","41,488","6,238","17,0","9,0","5,814","22,59",983,Toro_Brown
984,"2,122","56,23","41,530","6,238","17,0","9,0","5,820","22,61",984,Toro_Brown
985,"2,124","56,29","41,572","6,238","17,0","9,0","5,826","22,63",985,Toro_Brown
986,"2,126","56,35","41,615","6,238","17,0","9,0","5,832","22,65",986,Toro_Brown
987,"2,128","56,40","41,657","6,238","17,0","9,0","5,838","22,68",987,Toro_Brown
988,"2,130","56,46","41,699","6,238","17,0","9,0","5,843","22,70",988,Toro_Brown
989,"2,133","56,52","41,741","6,238","17,0","9,0","5,849","22,72",989,Toro_Brown
990,"2,135","56,57","41,784","6,238","17,0","9,0","5,855","22,75",990,Toro_Brown
991,"2,137","56,63","41,826","6,302","17,0","9,0","5,861","22,77",991,Toro_Brown
992,"2,139","56,69","41,868","6,302","17,0","9,0","5,867","22,79",992,Toro_Brown
993,"2,141","56,74","41,910","6,302","17,0","9,0","5,873","22,82",993,Toro_Brown
994,"2,144","56,80","41,953","6,302","17,0","9,0","5,879","22,84",994,Toro_Brown
995,"2,146","56,86","41,995","6,302","17,0","9,0","5,885","22,86",995,Toro_Brown
996,"2,148","56,92","42,037","6,302","17,0","9,0","5,891","22,88",996,Toro_Brown
997,"2,150","56,97","42,079","6,302","17,0","9,0","5,897","22,91",997,Toro_Brown
998,"2,152","57,03","42,122","6,302","17,0","9,0","5,903","22,93",998,Toro_Brown
999,"2,155","57,09","42,164","6,302","17,0","9,0","5,909","22,95",999,Toro_Brown
1000,"2,157","57,14","42,206","6,302","17,0","9,0","5,914","22,98",1000,Toro_Brown
1001,"2,159","57,20","42,248","6,366","17,0","9,0","5,920","23,00",1001,Toro_Brown
